accuracy,loss,val_accuracy,val_loss
0.17520028352737427,14.303620338439941,0.24891133606433868,13.447348594665527
0.20811563730239868,12.858328819274902,0.252046674489975,11.960844993591309
0.22122083604335785,11.38879680633545,0.2600592374801636,10.40206241607666
0.23637233674526215,9.898265838623047,0.27869710326194763,9.007638931274414
0.2584465444087982,8.48826789855957,0.3081344664096832,7.714893341064453
0.29597702622413635,7.202979564666748,0.33513325452804565,6.617246627807617
0.322361558675766,6.123807907104492,0.333391398191452,5.675731182098389
0.3477446734905243,5.2170515060424805,0.3894791901111603,4.747944355010986
0.3713862895965576,4.464440822601318,0.40811705589294434,4.0392680168151855
0.38771334290504456,3.8858442306518555,0.44138652086257935,3.550429105758667
0.4172326624393463,3.400986671447754,0.46263718605041504,3.108840227127075
0.43316787481307983,3.029367208480835,0.4598501920700073,2.8405961990356445
0.45802855491638184,2.709761381149292,0.5021772980690002,2.4946811199188232
0.4810170531272888,2.4518063068389893,0.5218603014945984,2.271644353866577
0.49825844168663025,2.2639408111572266,0.5202926397323608,2.1165549755096436
0.5068355798721313,2.129988670349121,0.5154154300689697,2.0600550174713135
0.5194182991981506,2.0135984420776367,0.5526911616325378,1.8825347423553467
0.5316962599754333,1.9111353158950806,0.5471172332763672,1.8248920440673828
0.5417972803115845,1.8362239599227905,0.5758578777313232,1.72934091091156
0.5491988658905029,1.7778408527374268,0.585438072681427,1.66829514503479
0.5516806244850159,1.7419723272323608,0.5718516111373901,1.6746442317962646
0.5642197728157043,1.6972404718399048,0.5631422996520996,1.7260373830795288
0.5678334832191467,1.6869854927062988,0.5762062072753906,1.6501260995864868
0.5747126340866089,1.661712408065796,0.5995470881462097,1.594085931777954
0.5825061202049255,1.6420540809631348,0.5995470881462097,1.5708688497543335
0.582897961139679,1.623205542564392,0.5775997042655945,1.6237345933914185
0.5879484415054321,1.611859917640686,0.5896185040473938,1.5995465517044067
0.594348669052124,1.5989580154418945,0.6073854565620422,1.5755794048309326
