loss,accuracy,val_loss,val_accuracy
9.982122421264648,0.2545280456542969,5.502021312713623,0.25134992599487305
3.5086023807525635,0.3934169411659241,2.524991989135742,0.3697962164878845
1.8755871057510376,0.4689132571220398,1.5807901620864868,0.49085524678230286
1.45905339717865,0.49986937642097473,1.4004281759262085,0.5028740763664246
1.3259339332580566,0.530651330947876,1.2654194831848145,0.5410207509994507
1.2590755224227905,0.5527690649032593,1.2788019180297852,0.5429367423057556
1.222634196281433,0.5668321251869202,1.2121880054473877,0.5730708837509155
1.2002865076065063,0.5788488388061523,1.198918104171753,0.571503221988678
1.1715123653411865,0.5935649871826172,1.2363088130950928,0.5701097249984741
1.1419556140899658,0.6068007946014404,1.1849806308746338,0.584567129611969
1.1254469156265259,0.6140717267990112,1.2945220470428467,0.5452011823654175
1.104158878326416,0.6207767128944397,1.1668769121170044,0.5897927284240723
1.0857795476913452,0.6312695741653442,1.3098269701004028,0.565232515335083
1.064978003501892,0.6395419836044312,1.198915719985962,0.5951924920082092
1.0584110021591187,0.6426331996917725,1.177240014076233,0.5857864618301392
1.0487244129180908,0.6434169411659241,1.0751749277114868,0.6248040199279785
1.0075684785842896,0.659395694732666,1.0620124340057373,0.6319456696510315
0.9944764375686646,0.662661075592041,1.0553635358810425,0.6350809931755066
0.9874266386032104,0.6649250984191895,1.0515989065170288,0.6340358853340149
0.9762543439865112,0.6718913316726685,1.047458291053772,0.6378679871559143
0.9682105183601379,0.6706287264823914,1.045215129852295,0.6383905410766602
0.9574480056762695,0.6741988658905029,1.0429905652999878,0.6422225832939148
0.9520527124404907,0.6783786416053772,1.0408806800842285,0.6418742537498474
0.9521279335021973,0.6774643063545227,1.037941813468933,0.6420484185218811
0.9431468844413757,0.6801636815071106,1.0361816883087158,0.6436160802841187
0.9455211758613586,0.6834291219711304,1.0342698097229004,0.6429193615913391
0.9384384751319885,0.6797718405723572,1.032405972480774,0.6406549215316772
0.9341318011283875,0.6813827753067017,1.0331465005874634,0.641700029373169
0.9314210414886475,0.6838209629058838,1.0318316221237183,0.641700029373169
0.924509584903717,0.6874346733093262,1.031617283821106,0.6427451372146606
0.920870304107666,0.6855189800262451,1.0303637981414795,0.6430935263633728
0.9188517928123474,0.6869122385978699,1.0283982753753662,0.6436160802841187
0.9112952947616577,0.6922674775123596,1.0300087928771973,0.644312858581543
0.9097591042518616,0.6920498013496399,1.0273429155349731,0.6444870233535767
0.9125703573226929,0.6910919547080994,1.0258188247680664,0.6455321311950684
