accuracy,loss,val_accuracy,val_loss
0.44322535395622253,1.7021052837371826,0.5093189477920532,1.592679738998413
0.5176767706871033,1.599604606628418,0.5600069761276245,1.5054011344909668
0.5434952974319458,1.5830634832382202,0.5692387819290161,1.5263097286224365
0.5537269115447998,1.5706958770751953,0.5216861367225647,1.63225257396698
0.565743625164032,1.5625876188278198,0.5749869346618652,1.5191701650619507
0.5775862336158752,1.5532588958740234,0.5932764410972595,1.5089435577392578
0.5868164300918579,1.5408737659454346,0.5836962461471558,1.5500541925430298
0.5869035124778748,1.5456740856170654,0.6120885014533997,1.4781709909439087
0.5982236266136169,1.5341717004776,0.6183591485023499,1.482490062713623
0.5993120670318604,1.5426769256591797,0.6188817024230957,1.4858660697937012
0.6035353541374207,1.5453096628189087,0.6166173219680786,1.5074750185012817
0.6105450987815857,1.5341901779174805,0.620449423789978,1.498318076133728
0.6119383573532104,1.5301979780197144,0.6211461424827576,1.4999090433120728
0.6144200563430786,1.5356642007827759,0.6185333728790283,1.5292905569076538
0.6142894625663757,1.5491904020309448,0.6167914867401123,1.5398430824279785
0.6200366020202637,1.535265326499939,0.5991987586021423,1.5570096969604492
0.6236067414283752,1.535692811012268,0.6255007982254028,1.520146131515503
0.6247823238372803,1.5211189985275269,0.6131336092948914,1.549627423286438
0.6260449290275574,1.523095965385437,0.6347326040267944,1.5083189010620117
0.6268286108970642,1.5184963941574097,0.6418742537498474,1.4745692014694214
0.6304858922958374,1.5137771368026733,0.6375195980072021,1.517709493637085
0.6316179037094116,1.5127906799316406,0.6342100501060486,1.512596845626831
0.6366683840751648,1.507150411605835,0.6484932899475098,1.471355676651001
0.6331417560577393,1.51335608959198,0.6251524090766907,1.5570231676101685
0.6360588669776917,1.510953426361084,0.6336874961853027,1.5269525051116943
0.6417624354362488,1.5045337677001953,0.652847945690155,1.4970487356185913
0.6348397731781006,1.5204213857650757,0.6368228793144226,1.5442513227462769
0.6403692364692688,1.5137851238250732,0.6394356489181519,1.5495229959487915
0.645463228225708,1.5143630504608154,0.6455321311950684,1.5096206665039062
0.6453326344490051,1.5048006772994995,0.6558091044425964,1.4792916774749756
0.6446360349655151,1.5048326253890991,0.6350809931755066,1.5454462766647339
0.6425896883010864,1.5073922872543335,0.6477965712547302,1.5005004405975342
0.6520811319351196,1.4849488735198975,0.6458805203437805,1.542114019393921
0.6496865153312683,1.4931344985961914,0.6580734848976135,1.4913874864578247
0.6457244753837585,1.4952988624572754,0.642570972442627,1.5260086059570312
0.6528648734092712,1.4828147888183594,0.6500609517097473,1.5044320821762085
0.6494688391685486,1.492903709411621,0.6599895358085632,1.5074487924575806
0.6503396034240723,1.4862189292907715,0.6437903046607971,1.5132083892822266
0.6523423790931702,1.4897435903549194,0.6396098136901855,1.5225245952606201
0.6553900837898254,1.488165259361267,0.653718888759613,1.503625750541687
